category,name,price,original_price,stock_status,url
RAM,Adata XPG Lancer Blade 32GB (16GBx2) DDR5 6000MHz Desktop Ram White (AX5U6000C3016G-DTLABWH),48200.0,51500.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-32gb-16gbx2-ddr5-6000mhz-desktop-ram-white/
RAM,Adata XPG Lancer Blade 32GB (32GBx1) DDR5 5600MHz Desktop Ram White (AX5U5600C4632G-SLABWH),36500.0,39999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-32gb-32gbx1-ddr5-5600mhz-desktop-ram-white/
RAM,Adata XPG Lancer Blade 64Gb (32Gbx2) DDR5 6000MHz Desktop Ram (White) (AX5U6000C3032G-DTLABWH),94500.0,100000.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-64gb-32gbx2-ddr5-6000mhz-desktop-ram-white/
RAM,Adata XPG Lancer Blade Rgb 16Gb (16Gbx1) Ddr5 6000Mhz Desktop Ram (Black) (AX5U6000C3016G-SLABRBK),25100.0,29999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-16gb-16gbx1-ddr5-6000mhz-desktop-ram-black/
RAM,Adata XPG Lancer Blade Rgb 16Gb (16Gbx1) Ddr5 6000Mhz Desktop Ram (White) (AX5U6000C3016G-SLABRWH),25100.0,29999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-16gb-16gbx1-ddr5-6000mhz-desktop-ram-white/
RAM,Adata XPG Lancer Blade RGB 16GB 6000MHz CL36 DDR5 Desktop RAM (AX5U6000C3616G-SLABRBK),23500.0,29999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-16gb-6000mhz-cl36-ddr5-desktop-ram/
RAM,Adata XPG Lancer Blade RGB 32GB (16GBx2) DDR5 6000MHz Desktop Ram Black (AX5U6000C3016G-DTLABRBK),47500.0,59999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-32gb-16gbx2-ddr5-6000mhz-desktop-ram-black/
RAM,Adata XPG Lancer Blade RGB 32GB (16GBx2) DDR5 6400MHz Desktop Ram (Black) (AX5U6400C3216G-DTLABRBK),48500.0,51500.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-32gb-16gbx2-ddr5-6400mhz-desktop-ram-black/
RAM,Adata XPG Lancer Blade RGB 32Gb (32Gbx1) DDR5 6000MHz Desktop Ram (Black) CL 30-40-40 (AX5U6000C3032G-SLABRBK),48200.0,59000.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-32gb-32gbx1-ddr5-6000mhz-desktop-ram-black/
RAM,Adata XPG Lancer Blade RGB 48GB (24GBx2) DDR5 6400MHz Desktop Ram Black (AX5U6400C3224G-DTLABRBK),58000.0,85000.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-48gb-24gbx2-ddr5-6400mhz-desktop-ram-black/
RAM,Adata XPG Lancer Blade RGB 64GB (32GBx2) DDR5 6000MHz Desktop Ram (White) (AX5U6000C3032G-DTLABRWH),92000.0,98000.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-rgb-64gb-32gbx2-ddr5-6000mhz-desktop-ram-white/
RAM,Adata XPG Lancer Blade Series 16GB (16GBx1) 6000MHz Desktop Ram  DDR5 (Black) (AX5U6000C3016G-SLABBK),24900.0,29999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-blade-series-16gb-16gbx1-ddr5-6000mhz-desktop-ram-black/
RAM,Adata XPG Lancer Neon RGB 16GB (16GBX1) DDR5 6000MHz CL30 Desktop RAM (AX5U6000C3016G-CLANRSG),26000.0,32500.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-neon-rgb-16gb-16gbx1-ddr5-6000mhz-cl30-desktop-ram/
RAM,Adata XPG Lancer RGB 16GB (16GBx1) 6000MHz DDR5 CL48 Desktop RAM White (AX5U6000C4816G-CLARWH),23500.0,26500.0,In Stock,https://www.pcstudio.in/product/adata-xpg-lancer-rgb-16gb-16gbx1-6000mhz-ddr5-cl48-desktop-ram-white/
RAM,Adata Xpg Spectrix D35G Rgb 8Gb (8Gbx1) Ddr4 3200Mhz Desktop Ram (Black) (AX4U32008G16A-SBKD35G),8900.0,9900.0,1 in stock,https://www.pcstudio.in/product/adata-xpg-spectrix-d35g-rgb-8gb-8gbx1-ddr4-3200mhz-desktop-ram-black/
RAM,Adata Xpg Spectrix D50 16Gb (8Gbx2) Rgb 3200Mhz Ram (White) (Ax4U32008G16A-Dw50),21500.0,25000.0,In Stock,https://www.pcstudio.in/product/adata-xpg-spectrix-d50-16gb-8gbx2-rgb-3200mhz-ram-white/
RAM,Adata Xpg Spectrix D60G Rgb 16GB (8GBX2) Ddr4 3600MHz Desktop Ram (AX4U36008G18I-DT60),23500.0,25500.0,2 in stock,https://www.pcstudio.in/product/adata-xpg-spectrix-d60g-rgb-16gb-8gbx2-ddr4-3600mhz-desktop-ram/
RAM,Ant Esports 690 Neo FP 8GB (8GBx1) DDR4 3200 MHz Desktop RAM (ATVL0035),6800.0,7500.0,In Stock,https://www.pcstudio.in/product/ant-esports-690-neo-fp-8gb-8gbx1-ddr4-3200-mhz-desktop-ram/
RAM,Corsair Dominator Platinum Rgb 16Gb (2X8Gb) Ddr4 Dram 3600Mhz C18 Ram (Cmt16Gx4M2D3600C18),26900.0,28125.0,2 in stock,https://www.pcstudio.in/product/corsair-dominator-platinum-rgb-16gb-2x8gb-ddr4-dram-3600mhz-c18-ram/
RAM,Corsair Dominator Platinum RGB 32GB (16GBx2) DDR5 6000MHz Desktop Ram Black (CMT32GX5M2E6000C36),47000.0,59000.0,In Stock,https://www.pcstudio.in/product/corsair-dominator-platinum-rgb-32gb-16gbx2-ddr5-6000mhz-desktop-ram-black/
RAM,Corsair Dominator Platinum Rgb 32Gb (16Gbx2) Ddr5 Dram 6200Mhz C36 Desktop Ram (Black) (CMT32GX5M2X6200C36),53000.0,59000.0,In Stock,https://www.pcstudio.in/product/corsair-dominator-platinum-rgb-32gb-16gbx2-ddr5-dram-6200mhz-c36-desktop-ram-black/
RAM,Corsair Dominator Platinum Rgb 32Gb (16Gbx2) Ddr5 Dram 6200Mhz Desktop Ram White (CMT32GX5M2X6200C36W),56900.0,59000.0,In Stock,https://www.pcstudio.in/product/corsair-dominator-platinum-rgb-32gb-16gbx2-ddr5-dram-6200mhz-desktop-ram-white/
RAM,Corsair Dominator Titanium RGB 32Gb (16Gbx2) DDR5 6000Mhz Desktop RAM Grey (CMP32GX5M2B6000Z30),54500.0,59999.0,In Stock,https://www.pcstudio.in/product/corsair-dominator-titanium-rgb-32gb-16gbx2-ddr5-6000mhz-desktop-ram-grey/
RAM,CORSAIR Dominator Titanium RGB 64GB (32GB x 2) 6600MHz CL32 DDR5 RAM,107000.0,115000.0,In Stock,https://www.pcstudio.in/product/corsair-dominator-titanium-rgb-64gb-6600mhz-cl32-ddr5-ram/
RAM,Corsair Dominator Titanium RGB 96Gb (2x48Gb) DDR5 6400Mhz CL32 Desktop RAM Black (CMP96GX5M2B6400C32),149000.0,155000.0,In Stock,https://www.pcstudio.in/product/corsair-dominator-titanium-rgb-96gb-2x48gb-ddr5-6400mhz-cl32-desktop-ram-black/
RAM,Corsair Vengeance 16GB (16GBX1) DDR5 6000MHz CL36 Desktop RAM Grey (CMK16GX5M1E6000Z36),22300.0,39000.0,In Stock,https://www.pcstudio.in/product/corsair-vengeance-16gb-16gbx1-ddr5-6000mhz-cl36-desktop-ram-grey/
RAM,Corsair Vengeance 16GB(16GBX1) Ddr5 Dram 5600Mhz C40 Desktop Ram (Black) (CMK16GX5M1B5600C40),20700.0,40560.0,In Stock,https://www.pcstudio.in/product/corsair-vengeance-16gb16gbx1-ddr5-dram-5600mhz-c40-desktop-ram-black/
Storage 1,Acer Predator GM7000 1TB PCIe4.0 M.2 Internal SSD,21500.0,25000.0,In Stock,https://www.pcstudio.in/product/acer-predator-gm7000-1tb-pcie4-0-m-2-internal-ssd-copy/
Storage 1,Acer Predator GM7000 4TB M.2 NVMe Gen4 Internal SSD (BL-9BWWR-107),58000.0,82000.0,In Stock,https://www.pcstudio.in/product/acer-predator-gm7000-4tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Adata HV320 2Tb External Hard Drive (Black) (AHV320-2TU31-CBK),10500.0,12500.0,In Stock,https://www.pcstudio.in/product/adata-hv320-2tb-external-hard-drive-black/
Storage 1,Adata Legend 710 1Tb M.2 Nvme Gen3 Internal Ssd (ALEG-710-1TCS),16500.0,19999.0,In Stock,https://www.pcstudio.in/product/adata-legend-710-1tb-m-2-nvme-gen3-internal-ssd/
Storage 1,Adata Legend 710 512Gb M.2 Nvme Gen3 Internal Ssd (ALEG-710-512GCS),9600.0,11900.0,In Stock,https://www.pcstudio.in/product/adata-legend-710-512gb-m-2-nvme-gen3-internal-ssd/
Storage 1,Adata Legend 900 Pro 1TB PCIe Gen4 NVMe M.2 SSD,18300.0,22000.0,In Stock,https://www.pcstudio.in/product/adata-legend-900-pro-1tb-pcie-gen4-nvme-m-2-ssd/
Storage 1,Adata Legend 960 1Tb M.2 Nvme Gen4 Internal Ssd (ALEG-960-1TCS),22000.0,29000.0,In Stock,https://www.pcstudio.in/product/adata-legend-960-1tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Adata Legend 960 4TB M.2 NVMe Gen4 Internal SSD (ALEG-960-4TCS),65000.0,75000.0,In Stock,https://www.pcstudio.in/product/adata-legend-960-4tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Adata Legend 970 1000GB M.2 Gen5 NVMe Internal SSD (SLEG-970-1000GCI),22500.0,23999.0,In Stock,https://www.pcstudio.in/product/adata-legend-970-1000gb-m-2-gen5-nvme-internal-ssd/
Storage 1,ADATA Legend 970 Pro 1TB NVMe Gen5 SSD,30000.0,35900.0,In Stock,https://www.pcstudio.in/product/adata-legend-970-pro-1tb-nvme-gen5-ssd/
Storage 1,ADATA Legend 970 Pro 4TB NVMe Gen5 SSD,62000.0,89999.0,In Stock,https://www.pcstudio.in/product/adata-legend-970-pro-4tb-nvme-gen5-ssd/
Storage 1,Adata Ultimate SU650 512GB SATA III Internal SSD (ASU650SS-512GT-R),8900.0,10999.0,In Stock,https://www.pcstudio.in/product/adata-ultimate-su650-512gb-sata-iii-internal-ssd/
Storage 1,ADATA Ultimate SU800 512GB 3D NAND Internal SSD (ASU800SS-512GT-C),9100.0,11999.0,In Stock,https://www.pcstudio.in/product/adata-ultimate-su800-512gb-3d-nand-internal-ssd/
Storage 1,Adata Xpg Gammix S70 Blade 4Tb M.2 Nvme Gen4 Internal Ssd (AGAMMIXS70B-4T-CS),58000.0,79999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-gammix-s70-blade-4tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Corsair MP600 Elite 2TB NVMe Gen4 SSD,28999.0,32500.0,In Stock,https://www.pcstudio.in/product/corsair-mp600-elite-2tb-nvme-gen4-ssd/
Storage 1,Corsair Mp600 Pro Lpx 4Tb Pcie Gen4 Nvme M.2 Internal Ssd (CSSD-F4000GBMP600PLP),82000.0,89900.0,1 in stock,https://www.pcstudio.in/product/corsair-mp600-pro-lpx-4tb-pcie-gen4-nvme-m-2-internal-ssd/
Storage 1,Crucial BX500 1TB Internal SSD (CT1000BX500SSD1),14900.0,15000.0,In Stock,https://www.pcstudio.in/product/crucial-bx500-1tb-internal-ssd/
Storage 1,Crucial Bx500 240Gb 3D Nand Internal Ssd (Ct240Bx500Ssd1),5500.0,6500.0,In Stock,https://www.pcstudio.in/product/crucial-bx500-240gb-3d-nand-internal-ssd/
Storage 1,Crucial BX500 500Gb Internal Ssd (CT500BX500SSD1),7900.0,9999.0,In Stock,https://www.pcstudio.in/product/crucial-bx500-500gb-internal-ssd/
Storage 1,Crucial E100 1TB Gen4 M.2 NVMe Internal SSD (CT1000E100SSD8),14500.0,18500.0,In Stock,https://www.pcstudio.in/product/crucial-e100-1tb-gen4-m-2-nvme-internal-ssd/
Storage 1,Crucial E100 480GB NVMe Gen4 SSD,7924.0,8500.0,In Stock,https://www.pcstudio.in/product/crucial-e100-480gb-nvme-gen4-ssd/
Storage 1,Crucial P3 Plus 2Tb M.2 Nvme Pcie Gen 4.0 Internal Ssd (CT2000P3PSSD8),26000.0,34900.0,In Stock,https://www.pcstudio.in/product/crucial-p3-plus-2tb-m-2-nvme-pcie-gen-4-0-internal-ssd/
Storage 1,Crucial P3 Plus 4Tb M.2 Nvme Pcie Gen 4.0 Internal Ssd (CT4000P3PSSD8),56500.0,59900.0,In Stock,https://www.pcstudio.in/product/crucial-p3-plus-4tb-m-2-nvme-pcie-gen-4-0-internal-ssd/
Storage 1,Crucial P310 2TB NVMe Gen4 SSD with Heatsink,32500.0,35000.0,1 in stock,https://www.pcstudio.in/product/crucial-p310-2tb-nvme-gen4-ssd-with-heatsink/
Storage 1,Crucial P510 1TB PCIe Gen5 NVMe 2280 M.2 Internal SSD (CT1000P510SSD8),18100.0,19100.0,In Stock,https://www.pcstudio.in/product/crucial-p510-1tb-pcie-gen5-nvme-2280-m-2-internal-ssd/
Storage 1,Crucial T500 1TB NVMe Gen4 Internal SSD (CT1000T500SSD8),22500.0,24500.0,In Stock,https://www.pcstudio.in/product/crucial-t500-1tb-nvme-gen4-internal-ssd/
Storage 1,Crucial T705 2TB NVMe Gen5 SSD With Heatsink (CT2000T705SSD5),44900.0,59500.0,In Stock,https://www.pcstudio.in/product/crucial-t705-2tb-nvme-gen5-ssd-with-heatsink/
Storage 1,Crucial T705 4TB PCIe Gen5 NVMe M.2 SSD,79600.0,85000.0,In Stock,https://www.pcstudio.in/product/crucial-t705-4tb-pcie-gen5-nvme-m-2-ssd/
Storage 1,Crucial X9 1TB Gen2 External SSD (CT1000X9SSD9),10450.0,15300.0,In Stock,https://www.pcstudio.in/product/crucial-x9-1tb-gen2-external-ssd/
Storage 1,Evm 128Gb M.2 Nvme Internal Ssd (EVMNV/128GB),3650.0,3950.0,In Stock,https://www.pcstudio.in/product/evm-128gb-m-2-nvme-internal-ssd/
Storage 1,Evm 1TB 2.5 Inch Sata Internal Ssd (EVM25/1TB),13200.0,14500.0,In Stock,https://www.pcstudio.in/product/evm-1tb-2-5-inch-sata-internal-ssd/
Storage 1,EVM 1TB M.2 NVMe Internal SSD(EVMNV/1TB),13000.0,19000.0,In Stock,https://www.pcstudio.in/product/evm-1tb-nvme-ssd-evmnv/
Storage 1,Evm 256Gb M.2 Nvme Internal Ssd (EVMNV/256GB),5800.0,6500.0,In Stock,https://www.pcstudio.in/product/evm-256gb-m-2-nvme-internal-ssd/
Storage 1,Evm 2Tb M.2 Nvme Internal Ssd (EVMNV/2TB),29900.0,32500.0,In Stock,https://www.pcstudio.in/product/evm-2tb-m-2-nvme-internal-ssd/
Storage 1,Evm 512Gb M.2 Nvme Internal Ssd (EVMNV-512GB),7800.0,7999.0,In Stock,https://www.pcstudio.in/product/evm-512gb-m-2-nvme-internal-ssd/
Storage 1,Hikvision G4000 1TB M.2 NVMe Gen4 7400MB/s Internal SSD (HS-SSD-G4000),18250.0,22000.0,In Stock,https://www.pcstudio.in/product/hikvision-g4000-1tb-m-2-nvme-gen4-7400mb-s-internal-ssd/
Storage 1,Kingston Dual Portable 1TB USB 3.2 Gen 2 SSD (SPSD-1TB),21500.0,28500.0,In Stock,https://www.pcstudio.in/product/kingston-dual-portable-1tb-usb-3-2-gen-2-ssd/
Storage 1,Kingston Dual Portable 2TB USB 3.2 Gen 2 SSD (SPSD-2TB),36000.0,45000.0,In Stock,https://www.pcstudio.in/product/kingston-dual-portable-2tb-usb-3-2-gen-2-ssd/
Storage 1,Kingston Dual Portable 512GB USB 3.2 Gen 2 SSD (SPSD-512GB),14300.0,15800.0,In Stock,https://www.pcstudio.in/product/kingston-dual-portable-512gb-usb-3-2-gen-2-ssd/
Storage 1,Kingston Fury Renegade 1Tb Pcie 4.0 Nvme M.2 Internal Ssd (SFYRS-1000G),27500.0,30500.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-1tb-pcie-4-0-nvme-m-2-internal-ssd/
Storage 1,Kingston Fury Renegade 2Tb Nvme M.2 Pcie Gen 4.0 Internal Ssd (SFYRD/2000G),40000.0,42500.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-2tb-nvme-m-2-pcie-gen-4-0-internal-ssd/
Storage 1,Kingston Fury Renegade G5 1024GB NVMe Gen5 SSD,42000.0,54000.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-g5-1024gb-nvme-gen5-ssd/
Storage 1,Kingston Fury Renegade G5 2048GB NVMe Gen5 SSD,62000.0,77500.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-g5-2048gb-nvme-gen5-ssd/
Storage 1,Kingston Fury Renegade G5 4096GB NVMe Gen5 SSD,88900.0,110000.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-g5-4096gb-nvme-gen5-ssd/
Storage 1,Kingston KC3000 1Tb M.2 NVMe Gen4 Internal Ssd (SKC3000S-1024G),22300.0,25500.0,In Stock,https://www.pcstudio.in/product/kingston-kc3000-1tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Kingston KC3000 2Tb M.2 NVMe Gen4 Internal Ssd (SKC3000D-2048G),36600.0,41000.0,In Stock,https://www.pcstudio.in/product/kingston-kc3000-2tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Kingston NV3 1TB PCIe Gen 4.0 Internal SSD,17200.0,20500.0,In Stock,https://www.pcstudio.in/product/kingston-nv3-1tb-pcie-gen-4-0-internal-ssd/
Storage 1,Kingston NV3 2TB NVMe M.2 2230 Gen4 SSD,36600.0,49200.0,In Stock,https://www.pcstudio.in/product/kingston-nv3-2tb-nvme-m-2-2230-gen4-ssd/
Storage 1,Kingston NV3 2TB PCIe Gen 4.0 Internal SSD,32300.0,40000.0,In Stock,https://www.pcstudio.in/product/kingston-nv3-2tb-pcie-gen-4-0-internal-ssd/
Storage 1,Kingston NV3 4TB Gen4.0 NVMe M.2 Internal SSD (SNV3S-4000G),54900.0,59000.0,In Stock,https://www.pcstudio.in/product/kingston-nv3-4tb-gen4-0-nvme-m-2-internal-ssd/
Storage 1,Acer Predator GM7000 1TB PCIe4.0 M.2 Internal SSD,21500.0,25000.0,In Stock,https://www.pcstudio.in/product/acer-predator-gm7000-1tb-pcie4-0-m-2-internal-ssd-copy/
Storage 1,Acer Predator GM7000 4TB M.2 NVMe Gen4 Internal SSD (BL-9BWWR-107),58000.0,82000.0,In Stock,https://www.pcstudio.in/product/acer-predator-gm7000-4tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Adata HV320 2Tb External Hard Drive (Black) (AHV320-2TU31-CBK),10500.0,12500.0,In Stock,https://www.pcstudio.in/product/adata-hv320-2tb-external-hard-drive-black/
Storage 1,Adata Legend 710 1Tb M.2 Nvme Gen3 Internal Ssd (ALEG-710-1TCS),16500.0,19999.0,In Stock,https://www.pcstudio.in/product/adata-legend-710-1tb-m-2-nvme-gen3-internal-ssd/
Storage 1,Adata Legend 710 512Gb M.2 Nvme Gen3 Internal Ssd (ALEG-710-512GCS),9600.0,11900.0,In Stock,https://www.pcstudio.in/product/adata-legend-710-512gb-m-2-nvme-gen3-internal-ssd/
Storage 1,Adata Legend 900 Pro 1TB PCIe Gen4 NVMe M.2 SSD,18300.0,22000.0,In Stock,https://www.pcstudio.in/product/adata-legend-900-pro-1tb-pcie-gen4-nvme-m-2-ssd/
Storage 1,Adata Legend 960 1Tb M.2 Nvme Gen4 Internal Ssd (ALEG-960-1TCS),22000.0,29000.0,In Stock,https://www.pcstudio.in/product/adata-legend-960-1tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Adata Legend 960 4TB M.2 NVMe Gen4 Internal SSD (ALEG-960-4TCS),65000.0,75000.0,In Stock,https://www.pcstudio.in/product/adata-legend-960-4tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Adata Legend 970 1000GB M.2 Gen5 NVMe Internal SSD (SLEG-970-1000GCI),22500.0,23999.0,In Stock,https://www.pcstudio.in/product/adata-legend-970-1000gb-m-2-gen5-nvme-internal-ssd/
Storage 1,ADATA Legend 970 Pro 1TB NVMe Gen5 SSD,30000.0,35900.0,In Stock,https://www.pcstudio.in/product/adata-legend-970-pro-1tb-nvme-gen5-ssd/
Storage 1,ADATA Legend 970 Pro 4TB NVMe Gen5 SSD,62000.0,89999.0,In Stock,https://www.pcstudio.in/product/adata-legend-970-pro-4tb-nvme-gen5-ssd/
Storage 1,Adata Ultimate SU650 512GB SATA III Internal SSD (ASU650SS-512GT-R),8900.0,10999.0,In Stock,https://www.pcstudio.in/product/adata-ultimate-su650-512gb-sata-iii-internal-ssd/
Storage 1,ADATA Ultimate SU800 512GB 3D NAND Internal SSD (ASU800SS-512GT-C),9100.0,11999.0,In Stock,https://www.pcstudio.in/product/adata-ultimate-su800-512gb-3d-nand-internal-ssd/
Storage 1,Adata Xpg Gammix S70 Blade 4Tb M.2 Nvme Gen4 Internal Ssd (AGAMMIXS70B-4T-CS),58000.0,79999.0,In Stock,https://www.pcstudio.in/product/adata-xpg-gammix-s70-blade-4tb-m-2-nvme-gen4-internal-ssd/
Storage 1,Corsair MP600 Elite 2TB NVMe Gen4 SSD,28999.0,32500.0,In Stock,https://www.pcstudio.in/product/corsair-mp600-elite-2tb-nvme-gen4-ssd/
Storage 1,Corsair Mp600 Pro Lpx 4Tb Pcie Gen4 Nvme M.2 Internal Ssd (CSSD-F4000GBMP600PLP),82000.0,89900.0,1 in stock,https://www.pcstudio.in/product/corsair-mp600-pro-lpx-4tb-pcie-gen4-nvme-m-2-internal-ssd/
Storage 1,Crucial BX500 1TB Internal SSD (CT1000BX500SSD1),14900.0,15000.0,In Stock,https://www.pcstudio.in/product/crucial-bx500-1tb-internal-ssd/
Storage 1,Crucial Bx500 240Gb 3D Nand Internal Ssd (Ct240Bx500Ssd1),5500.0,6500.0,In Stock,https://www.pcstudio.in/product/crucial-bx500-240gb-3d-nand-internal-ssd/
Storage 1,Crucial BX500 500Gb Internal Ssd (CT500BX500SSD1),7900.0,9999.0,In Stock,https://www.pcstudio.in/product/crucial-bx500-500gb-internal-ssd/
Storage 1,Crucial E100 1TB Gen4 M.2 NVMe Internal SSD (CT1000E100SSD8),14500.0,18500.0,In Stock,https://www.pcstudio.in/product/crucial-e100-1tb-gen4-m-2-nvme-internal-ssd/
Storage 1,Crucial E100 480GB NVMe Gen4 SSD,7924.0,8500.0,In Stock,https://www.pcstudio.in/product/crucial-e100-480gb-nvme-gen4-ssd/
Storage 1,Crucial P3 Plus 2Tb M.2 Nvme Pcie Gen 4.0 Internal Ssd (CT2000P3PSSD8),26000.0,34900.0,In Stock,https://www.pcstudio.in/product/crucial-p3-plus-2tb-m-2-nvme-pcie-gen-4-0-internal-ssd/
Storage 1,Crucial P3 Plus 4Tb M.2 Nvme Pcie Gen 4.0 Internal Ssd (CT4000P3PSSD8),56500.0,59900.0,In Stock,https://www.pcstudio.in/product/crucial-p3-plus-4tb-m-2-nvme-pcie-gen-4-0-internal-ssd/
Storage 1,Crucial P310 2TB NVMe Gen4 SSD with Heatsink,32500.0,35000.0,1 in stock,https://www.pcstudio.in/product/crucial-p310-2tb-nvme-gen4-ssd-with-heatsink/
Storage 1,Crucial P510 1TB PCIe Gen5 NVMe 2280 M.2 Internal SSD (CT1000P510SSD8),18100.0,19100.0,In Stock,https://www.pcstudio.in/product/crucial-p510-1tb-pcie-gen5-nvme-2280-m-2-internal-ssd/
Storage 1,Crucial T500 1TB NVMe Gen4 Internal SSD (CT1000T500SSD8),22500.0,24500.0,In Stock,https://www.pcstudio.in/product/crucial-t500-1tb-nvme-gen4-internal-ssd/
Storage 1,Crucial T705 2TB NVMe Gen5 SSD With Heatsink (CT2000T705SSD5),44900.0,59500.0,In Stock,https://www.pcstudio.in/product/crucial-t705-2tb-nvme-gen5-ssd-with-heatsink/
Storage 1,Crucial T705 4TB PCIe Gen5 NVMe M.2 SSD,79600.0,85000.0,In Stock,https://www.pcstudio.in/product/crucial-t705-4tb-pcie-gen5-nvme-m-2-ssd/
Storage 1,Crucial X9 1TB Gen2 External SSD (CT1000X9SSD9),10450.0,15300.0,In Stock,https://www.pcstudio.in/product/crucial-x9-1tb-gen2-external-ssd/
Storage 1,Evm 128Gb M.2 Nvme Internal Ssd (EVMNV/128GB),3650.0,3950.0,In Stock,https://www.pcstudio.in/product/evm-128gb-m-2-nvme-internal-ssd/
Storage 1,Evm 1TB 2.5 Inch Sata Internal Ssd (EVM25/1TB),13200.0,14500.0,In Stock,https://www.pcstudio.in/product/evm-1tb-2-5-inch-sata-internal-ssd/
Storage 1,EVM 1TB M.2 NVMe Internal SSD(EVMNV/1TB),13000.0,19000.0,In Stock,https://www.pcstudio.in/product/evm-1tb-nvme-ssd-evmnv/
Storage 1,Evm 256Gb M.2 Nvme Internal Ssd (EVMNV/256GB),5800.0,6500.0,In Stock,https://www.pcstudio.in/product/evm-256gb-m-2-nvme-internal-ssd/
Storage 1,Evm 2Tb M.2 Nvme Internal Ssd (EVMNV/2TB),29900.0,32500.0,In Stock,https://www.pcstudio.in/product/evm-2tb-m-2-nvme-internal-ssd/
Storage 1,Evm 512Gb M.2 Nvme Internal Ssd (EVMNV-512GB),7800.0,7999.0,In Stock,https://www.pcstudio.in/product/evm-512gb-m-2-nvme-internal-ssd/
Storage 1,Hikvision G4000 1TB M.2 NVMe Gen4 7400MB/s Internal SSD (HS-SSD-G4000),18250.0,22000.0,In Stock,https://www.pcstudio.in/product/hikvision-g4000-1tb-m-2-nvme-gen4-7400mb-s-internal-ssd/
Storage 1,Kingston Dual Portable 1TB USB 3.2 Gen 2 SSD (SPSD-1TB),21500.0,28500.0,In Stock,https://www.pcstudio.in/product/kingston-dual-portable-1tb-usb-3-2-gen-2-ssd/
Storage 1,Kingston Dual Portable 2TB USB 3.2 Gen 2 SSD (SPSD-2TB),36000.0,45000.0,In Stock,https://www.pcstudio.in/product/kingston-dual-portable-2tb-usb-3-2-gen-2-ssd/
Storage 1,Kingston Dual Portable 512GB USB 3.2 Gen 2 SSD (SPSD-512GB),14300.0,15800.0,In Stock,https://www.pcstudio.in/product/kingston-dual-portable-512gb-usb-3-2-gen-2-ssd/
Storage 1,Kingston Fury Renegade 1Tb Pcie 4.0 Nvme M.2 Internal Ssd (SFYRS-1000G),27500.0,30500.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-1tb-pcie-4-0-nvme-m-2-internal-ssd/
Storage 1,Kingston Fury Renegade 2Tb Nvme M.2 Pcie Gen 4.0 Internal Ssd (SFYRD/2000G),40000.0,42500.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-2tb-nvme-m-2-pcie-gen-4-0-internal-ssd/
Storage 1,Kingston Fury Renegade G5 1024GB NVMe Gen5 SSD,42000.0,54000.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-g5-1024gb-nvme-gen5-ssd/
Storage 1,Kingston Fury Renegade G5 2048GB NVMe Gen5 SSD,62000.0,77500.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-g5-2048gb-nvme-gen5-ssd/
Storage 1,Kingston Fury Renegade G5 4096GB NVMe Gen5 SSD,88900.0,110000.0,In Stock,https://www.pcstudio.in/product/kingston-fury-renegade-g5-4096gb-nvme-gen5-ssd/
Storage 1,Kingston KC3000 1Tb M.2 NVMe Gen4 Internal Ssd (SKC3000S-1024G),22300.0,25500.0,In Stock,https://www.pcstudio.in/product/kingston-kc3000-1tb-m-2-nvme-gen4-internal-ssd/
